RACE_HISP,SEX,YEAR,BIRTHS
5,2,2039,6684
5,2,2040,6777
5,2,2041,6863
5,2,2042,6947
5,2,2043,7025
5,2,2044,7099
5,2,2045,7169
5,2,2046,7234
5,2,2047,7295
5,2,2048,7349
5,2,2049,7394
5,2,2050,7428
5,2,2051,7454
5,2,2052,7469
5,2,2053,7476
5,2,2054,7475
5,2,2055,7469
5,2,2056,7461
5,2,2057,7456
5,2,2058,7454
5,2,2059,7458
5,2,2060,7470
6,0,2023,269252
6,0,2024,276264
6,0,2025,283292
6,0,2026,290360
6,0,2027,297462
6,0,2028,304536
6,0,2029,311517
6,0,2030,318378
6,0,2031,325079
6,0,2032,331578
6,0,2033,337838
6,0,2034,343843
6,0,2035,349588
6,0,2036,355028
6,0,2037,360107
6,0,2038,364816
6,0,2039,369164
6,0,2040,373141
6,0,2041,376804
6,0,2042,380281
6,0,2043,383656
6,0,2044,386956
6,0,2045,390244
6,0,2046,393556
6,0,2047,396914
6,0,2048,400348
6,0,2049,403883
6,0,2050,407591
6,0,2051,411526
6,0,2052,415762
6,0,2053,420376
6,0,2054,425388
6,0,2055,430761
6,0,2056,436441
6,0,2057,442365
6,0,2058,448475
6,0,2059,454672
6,0,2060,460883
6,1,2023,137899
6,1,2024,141491
6,1,2025,145089
6,1,2026,148707
6,1,2027,152347
6,1,2028,155971
6,1,2029,159544
6,1,2030,163057
6,1,2031,166487
6,1,2032,169815
6,1,2033,173025
6,1,2034,176094
6,1,2035,179037
6,1,2036,181823
6,1,2037,184426
6,1,2038,186837
6,1,2039,189065
6,1,2040,191097
6,1,2041,192973
6,1,2042,194757
6,1,2043,196484
6,1,2044,198174
6,1,2045,199854
6,1,2046,201551
6,1,2047,203266
6,1,2048,205029
6,1,2049,206839
6,1,2050,208734
6,1,2051,210750
6,1,2052,212922
6,1,2053,215278
6,1,2054,217848
6,1,2055,220598
6,1,2056,223511
6,1,2057,226543
6,1,2058,229668
6,1,2059,232845
6,1,2060,236023
6,2,2023,131353
6,2,2024,134773
6,2,2025,138203
6,2,2026,141653
6,2,2027,145115
6,2,2028,148565
6,2,2029,151973
6,2,2030,155321
6,2,2031,158592
6,2,2032,161763
6,2,2033,164813
6,2,2034,167749
6,2,2035,170551
6,2,2036,173205
6,2,2037,175681
6,2,2038,177979
6,2,2039,180099
6,2,2040,182044
6,2,2041,183831
6,2,2042,185524
6,2,2043,187172
6,2,2044,188782
6,2,2045,190390
6,2,2046,192005
6,2,2047,193648
6,2,2048,195319
6,2,2049,197044
6,2,2050,198857
6,2,2051,200776
6,2,2052,202840
6,2,2053,205098
6,2,2054,207540
6,2,2055,210163
6,2,2056,212930
6,2,2057,215822
6,2,2058,218807
6,2,2059,221827
6,2,2060,224860
7,0,2023,2682193
7,0,2024,2689734
7,0,2025,2695960
7,0,2026,2701332
7,0,2027,2705951
7,0,2028,2709678
7,0,2029,2712447
7,0,2030,2714319
7,0,2031,2715220
7,0,2032,2714851
7,0,2033,2713053
7,0,2034,2709905
7,0,2035,2705484
7,0,2036,2699638
7,0,2037,2692095
7,0,2038,2683019
7,0,2039,2672624
7,0,2040,2660954
7,0,2041,2648420
7,0,2042,2635686
7,0,2043,2623146
7,0,2044,2611034
7,0,2045,2599555
7,0,2046,2588804
7,0,2047,2578738
7,0,2048,2569263
7,0,2049,2560389
7,0,2050,2552210
7,0,2051,2544861
7,0,2052,2538595
7,0,2053,2533678
7,0,2054,2530213
7,0,2055,2528115
7,0,2056,2527182
7,0,2057,2527284
7,0,2058,2528218
7,0,2059,2529625
7,0,2060,2531218
7,1,2023,1373778
7,1,2024,1377653
7,1,2025,1380857
7,1,2026,1383620
7,1,2027,1386002
7,1,2028,1387929
7,1,2029,1389362
7,1,2030,1390341
7,1,2031,1390819
7,1,2032,1390650
7,1,2033,1389749
7,1,2034,1388149
7,1,2035,1385900
7,1,2036,1382916
7,1,2037,1379066
7,1,2038,1374426
7,1,2039,1369105
7,1,2040,1363132
7,1,2041,1356717
7,1,2042,1350199
7,1,2043,1343781
7,1,2044,1337580
7,1,2045,1331703
7,1,2046,1326197
7,1,2047,1321045
7,1,2048,1316194
7,1,2049,1311651
7,1,2050,1307458
7,1,2051,1303698
7,1,2052,1300489
7,1,2053,1297968
7,1,2054,1296195
7,1,2055,1295121
7,1,2056,1294648
7,1,2057,1294700
7,1,2058,1295179
7,1,2059,1295903
7,1,2060,1296720
7,2,2023,1308415
7,2,2024,1312081
7,2,2025,1315103
7,2,2026,1317712
7,2,2027,1319949
7,2,2028,1321749
7,2,2029,1323085
7,2,2030,1323978
7,2,2031,1324401
7,2,2032,1324201
7,2,2033,1323304
7,2,2034,1321756
7,2,2035,1319584
7,2,2036,1316722
7,2,2037,1313029
7,2,2038,1308593
7,2,2039,1303519
7,2,2040,1297822
7,2,2041,1291703
7,2,2042,1285487
7,2,2043,1279365
7,2,2044,1273454
7,2,2045,1267852
7,2,2046,1262607
7,2,2047,1257693
7,2,2048,1253069
7,2,2049,1248738
7,2,2050,1244752
7,2,2051,1241163
7,2,2052,1238106
7,2,2053,1235710
7,2,2054,1234018
7,2,2055,1232994
7,2,2056,1232534
7,2,2057,1232584
7,2,2058,1233039
7,2,2059,1233722
7,2,2060,1234498
8,0,2023,954626
8,0,2024,971934
8,0,2025,989678
8,0,2026,1007780
8,0,2027,1026030
8,0,2028,1044118
8,0,2029,1061881
8,0,2030,1079235
8,0,2031,1096029
8,0,2032,1112100
8,0,2033,1127195
8,0,2034,1141211
8,0,2035,1154179
8,0,2036,1166028
8,0,2037,1176607
8,0,2038,1185870
8,0,2039,1193824
8,0,2040,1200479
8,0,2041,1205916
8,0,2042,1210246
8,0,2043,1213623
8,0,2044,1216377
8,0,2045,1218867
8,0,2046,1221317
8,0,2047,1223841
8,0,2048,1226545
8,0,2049,1229522
8,0,2050,1232945
8,0,2051,1236937
8,0,2052,1241583
8,0,2053,1246931
8,0,2054,1252980
8,0,2055,1259646
8,0,2056,1266894
8,0,2057,1274633
8,0,2058,1282698
8,0,2059,1290955
8,0,2060,1299296
8,1,2023,486682
8,1,2024,495508
8,1,2025,504553
8,1,2026,513782
8,1,2027,523088
8,1,2028,532310
8,1,2029,541366
8,1,2030,550210
8,1,2031,558773
8,1,2032,566966
8,1,2033,574662
8,1,2034,581806
8,1,2035,588417
8,1,2036,594460
8,1,2037,599855
8,1,2038,604574
8,1,2039,608634
8,1,2040,612023
8,1,2041,614797
8,1,2042,617004
8,1,2043,618725
8,1,2044,620129
8,1,2045,621397
8,1,2046,622649
8,1,2047,623933
8,1,2048,625313
8,1,2049,626831
8,1,2050,628577
8,1,2051,630609
8,1,2052,632980
8,1,2053,635702
8,1,2054,638789
8,1,2055,642187
8,1,2056,645883
8,1,2057,649829
8,1,2058,653938
8,1,2059,658150
8,1,2060,662401
8,2,2023,467944
8,2,2024,476426
8,2,2025,485125
8,2,2026,493998
8,2,2027,502942
8,2,2028,511808
8,2,2029,520515
8,2,2030,529025
8,2,2031,537256
8,2,2032,545134
8,2,2033,552533
8,2,2034,559405
8,2,2035,565762
8,2,2036,571568
8,2,2037,576752
8,2,2038,581296
8,2,2039,585190
8,2,2040,588456
8,2,2041,591119
8,2,2042,593242
8,2,2043,594898
8,2,2044,596248
8,2,2045,597470
8,2,2046,598668
8,2,2047,599908
8,2,2048,601232
8,2,2049,602691
8,2,2050,604368
8,2,2051,606328
8,2,2052,608603
8,2,2053,611229
8,2,2054,614191
8,2,2055,617459
8,2,2056,621011
8,2,2057,624804
8,2,2058,628760
8,2,2059,632805
8,2,2060,636895
9,0,2023,1722536
9,0,2024,1715475
9,0,2025,1707446
9,0,2026,1698759
9,0,2027,1689565
9,0,2028,1679915
9,0,2029,1669902
9,0,2030,1659594
9,0,2031,1648874
9,0,2032,1637488
9,0,2033,1625267
9,0,2034,1612211
9,0,2035,1598359
9,0,2036,1583618
9,0,2037,1567857
9,0,2038,1551236
9,0,2039,1533903
9,0,2040,1515864
9,0,2041,1497407
9,0,2042,1479023
9,0,2043,1460959
9,0,2044,1443303
9,0,2045,1426147
9,0,2046,1409510
9,0,2047,1393318
9,0,2048,1377506
9,0,2049,1362092
9,0,2050,1347132
9,0,2051,1332699
9,0,2052,1318915
9,0,2053,1305936
9,0,2054,1293837
9,0,2055,1282510
9,0,2056,1271777
9,0,2057,1261558
9,0,2058,1251727
9,0,2059,1242065
9,0,2060,1232410
9,1,2023,883586
9,1,2024,879964
9,1,2025,875846
9,1,2026,871389
9,1,2027,866673
9,1,2028,861723
9,1,2029,856587
9,1,2030,851300
9,1,2031,845801
9,1,2032,839960
9,1,2033,833691
9,1,2034,826994
9,1,2035,819889
9,1,2036,812327
9,1,2037,804242
9,1,2038,795717
9,1,2039,786825
9,1,2040,777572
9,1,2041,768105
9,1,2042,758674
9,1,2043,749408
9,1,2044,740352
9,1,2045,731551
9,1,2046,723017
9,1,2047,714712
9,1,2048,706601
9,1,2049,698694
9,1,2050,691020
9,1,2051,683617
9,1,2052,676546
9,1,2053,669888
9,1,2054,663682
9,1,2055,657872
9,1,2056,652366
9,1,2057,647124
9,1,2058,642081
9,1,2059,637125
9,1,2060,632173
9,2,2023,838950
9,2,2024,835511
9,2,2025,831600
9,2,2026,827370
9,2,2027,822892
9,2,2028,818192
9,2,2029,813315
9,2,2030,808294
9,2,2031,803073
9,2,2032,797528
9,2,2033,791576
9,2,2034,785217
